Station,Latitude,Longitude,Height
8501000,46.22127952,6.065722802,481.7005013
8501001,46.17867965,5.999976927,408.8706449
8501002,46.18779095,6.017535385,429.8309642
8501003,46.2142394,6.037491237,466.7449647
8501006,46.22235033,6.076895142,486.6872604
8501007,46.22072722,6.093876755,480.6753881
8501008,46.21021933,6.142435012,443.6562977
8501011,46.24996011,6.147324588,441.5507627
8501012,46.26377593,6.161304711,438.5024974
8501013,46.28740774,6.162657486,445.4412152
8501014,46.29989183,6.16955574,446.4030142
8505111,46.94924898,8.62073062,494.4054198
8505112,46.90172086,8.624292961,484.5205138
8505113,46.87573587,8.631565613,495.5781822
8505114,46.82033549,8.650442714,520.6977728
8501020,46.24239378,6.147322515,441.5699793
8501021,46.25674711,6.15394697,437.5272834
8501022,46.2797321,6.165731071,440.4578078
8505119,46.66581096,8.588796275,1155.14434
8501026,46.2325469,6.111968567,476.6283157
8501030,46.38442063,6.235963025,458.1258466
8501031,46.41998927,6.269128063,467.004325
8501033,46.4627483,6.336399816,453.8324163
8501035,46.47575103,6.399696189,473.7396951
8501036,46.48231465,6.455897136,446.6699408
8501037,46.51110167,6.493957809,432.5609992
8501042,46.47517097,6.427131303,457.7152424
8501045,46.52912949,6.540502766,448.4712825
8501047,46.5181989,6.508038925,431.5296966
8501048,46.52313244,6.519540651,438.5063148
8501103,46.71241001,6.370564673,858.1671235
8501104,46.71729254,6.400513584,838.1265896
8505201,46.52752104,8.608604682,1191.469854
8505202,46.51061146,8.69015102,1038.431018
8501107,46.69807595,6.518902831,604.0637794
8505204,46.48307175,8.790701641,804.3995317
8505205,46.44089311,8.839742849,664.4556764
8501110,46.74641779,6.607659337,490.8575856
8505207,46.38025336,8.906558534,380.5398658
8501112,46.71008538,6.568160203,497.9868753
8505209,46.35197897,8.974166439,342.5424582
8501114,46.65719314,6.552419282,506.1356835
8501115,46.6060118,6.523679675,479.2924681
8505212,46.22525442,9.041399201,290.7901668
8505213,46.19543404,9.029508932,290.8763359
8505214,46.17381562,9.003584127,279.9562532
8505216,46.12397663,8.925282385,522.1591843
8505217,46.09427863,8.92858606,467.229799
8505218,46.05668388,8.930326316,385.3216472
8505219,46.03971864,8.932124106,369.3620733
8501124,46.48855616,6.727140992,442.3968142
8501125,46.48932424,6.74515705,434.3777231
8501126,46.47420196,6.78458273,428.3784058
8501127,46.47259068,6.797023792,427.370619
8504300,47.13289328,7.242917571,486.2790676
8517519,47.05392339,8.33728106,487.4220018
8504302,47.18972956,7.247024355,645.1319078
8517527,47.16231264,8.515186919,478.9771411
8504303,47.18948467,7.225399228,657.15308
8504304,47.19514051,7.168765645,702.1925991
8504305,47.19339049,7.144666037,709.2198756
8771500,46.90061085,6.353321396,887.7060526
8504306,47.18933133,7.107307867,726.265533
8504307,47.17562287,7.068808147,750.336597
8504308,47.17293928,7.054132284,759.357267
8504309,47.16019918,7.019685583,812.4220303
8504310,47.15170222,7.001226458,842.460947
8504311,47.14133133,6.969355677,885.5172763
8501200,46.46300188,6.843443089,437.350569
8504312,47.125717,6.925381832,956.5982761
8501202,46.44788037,6.877108463,447.3566246
8501203,46.44273555,6.895770716,451.3517831
8505300,46.00550431,8.946876731,385.4323662
8505301,45.98894882,8.946278299,353.474185
8505302,45.95572209,8.948355817,324.5548034
8505303,45.9324425,8.973940364,330.5868844
8505304,45.90284663,8.978897392,324.6555314
8505305,45.86912112,8.97860684,379.7397662
8505306,45.8467581,9.00503996,320.7686358
8505307,45.83218041,9.031446029,288.778126
8509404,47.16840859,9.478631089,494.008886
8504314,47.09864988,6.826029969,1043.760459
8509411,47.04536216,9.445396654,529.347289
8509414,47.11986952,9.312972117,473.2946953
8504316,47.05786138,6.746163974,995.9388741
8504201,46.80627793,6.641939788,486.6736942
8501300,46.43587789,6.910425358,446.3550913
8501301,46.42638075,6.922694531,437.3673414
8501302,46.41761517,6.92785067,431.3845466
8501303,46.39836925,6.92699151,426.4339816
8505400,46.17242371,8.801359587,255.1630619
8505401,46.17746474,8.850222359,253.1014528
8505402,46.17904184,8.865766784,253.0819105
8505404,46.15262216,8.941689104,258.071347
8505405,46.15129949,8.887319965,252.1293458
8505406,46.14531908,8.850179969,265.1815769
8505407,46.13516175,8.807054815,261.2502044
8505408,46.11699422,8.776533404,270.3261252
8505410,46.12204013,8.784963496,272.305086
8505412,46.17550918,8.885321325,247.0710599
8505415,46.16043889,8.973924747,265.0194263
8718444,47.5060006,7.009463083,414.5586413
8501400,46.31684705,6.963669761,455.6047012
8501402,46.31684705,6.963669761,455.6047012
8501403,46.21636619,7.002036406,473.8215231
8501500,46.10582939,7.079107584,519.026176
8501506,46.22754407,7.359182782,542.4481732
8501509,46.29211215,7.532823955,585.1169518
8503004,47.35012043,8.561371159,455.462996
8501601,46.31188153,7.643942522,673.9590087
8501605,46.29402013,7.881454511,701.7715829
8501609,46.3194159,7.988088816,728.6032107
8501201,46.45544752,6.859523118,441.354305
8301003,46.11528784,8.296238249,320.809952
8500301,47.55120772,7.792162093,332.702767
8500304,47.53303336,7.989781551,376.5589614
8500305,47.50734106,8.013076404,407.6009845
8505861,46.04498171,8.734395514,268.547956
8505862,46.10525784,8.734532831,270.397528
8505874,46.02314119,8.755833018,263.580872
8301113,45.99547527,8.735791583,50.66999124
8500320,47.54159426,7.948827985,358.5768175
8014474,47.62136642,8.219527095,390.1165406
8501015,46.30765001,6.181110638,444.3724251
8506000,47.5003316,8.723795038,485.9294995
8506001,47.49874882,8.751033318,498.9068214
8506002,47.48743313,8.766784983,514.9196289
8301203,45.85810111,8.862603372,422.88456
8014487,47.71700316,8.664116606,501.4471418
8506016,47.50791671,8.760366564,503.874836
8506020,47.53576603,8.738863805,501.8264084
8506036,47.52965271,8.752128115,500.8286927
8506038,47.5167173,8.760864108,504.8524068
8501023,46.3173958,6.187818971,446.3413587
8506047,47.59375726,8.677974157,448.7411673
8501952,46.20700545,8.20704504,680.6688816
8504223,47.03856332,7.023372067,484.7255928
8014558,47.75843803,8.840368769,474.1722467
8502000,47.32026389,7.908208729,460.1710514
8502001,47.28804172,7.943101773,480.218257
8502002,47.26265979,7.95702646,492.2684814
8502003,47.24145964,7.968760675,506.3103177
8506100,47.55815914,8.896533021,451.6163433
8502005,47.1923702,7.977445289,535.4250166
8502006,47.18384782,8.019011519,554.4061804
8502007,47.17078509,8.097880441,552.3625156
8506105,47.56622462,9.106340088,475.3902368
8502010,47.18007327,8.074564552,564.3618457
8301307,45.80896854,9.072725941,266.7939543
8506109,47.55044882,9.30221279,483.2362281
8502017,47.10788905,8.319687902,470.3042145
8502019,47.22968529,8.2423047,514.0748464
8502021,47.08818613,8.249178711,570.4222546
8502022,47.08818613,8.249178711,570.4222546
8502023,47.08818613,8.249178711,570.4222546
8502024,47.16697031,8.288688138,530.186646
8506121,47.56552933,9.379358143,445.1224648
8502026,47.2135507,8.264808047,517.0933452
8502027,47.22266413,8.251982981,518.0830105
8502028,47.07830883,8.276800665,482.4200418
8502029,47.24428358,8.224150705,506.0559452
8502030,47.34613669,8.158792197,493.8643118
8502031,47.32863257,8.175939709,518.8915412
8502032,47.31503105,8.184547319,529.917258
8502033,47.28784409,8.198999972,568.9713125
8502034,47.26721534,8.202221463,567.0198291
8506131,47.65255553,9.169056757,449.1138633
8502042,47.16465072,8.298213535,545.183171
8518452,46.52669743,6.602623677,481.4185814
8518459,47.18788984,8.479691179,463.947976
8518475,45.87765241,8.983032845,379.71405
8502100,47.32174989,7.983513143,520.0947589
8502101,47.33728888,8.026449219,476.0143805
8502102,47.35647762,8.048381408,462.9451184
8502103,47.37162953,8.082277161,444.874425
8502104,47.38828047,8.125681041,447.7907833
8502105,47.40742371,8.214789892,466.6566708
8502106,47.414499,8.235140481,463.6192608
8502110,47.35426317,7.946494171,442.0489027
8502111,47.35638344,7.978757687,429.0125038
8502112,47.37141919,8.000160059,426.9541777
8502113,47.3913523,8.051257057,430.8549417
8502114,47.40328487,8.126947526,421.7519765
8502115,47.41527024,8.162999458,401.6871206
8502116,47.45177223,8.16693031,399.5919162
8502119,47.39119021,8.170380962,453.7402815
8502120,47.30196261,7.941699446,482.1846946
8502121,47.31991918,7.963190781,515.1189449
8502122,47.32467072,8.019074342,492.0531272
8502128,47.4286315,8.166600749,412.6501815
8502202,47.14175455,8.430474937,477.1113623
8502204,47.17823842,8.457484287,465.9937962
8502205,47.09867856,8.516925311,497.1343658
8502206,47.1953588,8.523255675,491.886712
8502208,47.25874363,8.589801845,531.6633291
8502209,47.27672062,8.577632532,507.6303587
8502211,47.38942098,8.207375655,466.7089133
8502212,47.37363922,8.234689142,470.7219631
8502213,47.34845844,8.269782334,470.7509532
8502214,47.30517106,8.315273538,493.8150726
8502215,47.27665654,8.339798998,506.8625393
8502216,47.24683983,8.365596786,505.9119836
8502217,47.22501057,8.388510823,492.944229
8502218,47.18830432,8.397808452,454.0269187
8502219,47.1659194,8.404767241,451.0760804
8502220,47.39087845,8.434713013,489.4846349
8502221,47.35742853,8.437543333,535.5654766
8502222,47.32589239,8.468174693,575.6144372
8506319,47.3742309,9.556512173,476.4208731
8502224,47.2760605,8.446582343,541.7600068
8502225,47.24406825,8.457365398,507.8294271
8502226,47.22025535,8.466708625,483.8798022
8502227,47.194576,8.478422406,471.9325127
8502229,47.3809677,8.430329808,503.513669
8502231,47.14767186,8.509921573,479.0188624
8502237,47.44517275,8.214968731,451.5620036
8502247,47.43583634,8.217656268,455.5827748
8502300,47.16826957,8.516916001,474.9605709
8518749,47.07303883,7.296629351,491.3787241
8518771,47.15838908,7.294596365,493.1656193
8503147,47.39720933,8.596130927,497.3114979
8501105,46.71505586,6.474731519,724.0624024
8501106,46.69671424,6.478118589,693.1056849
8501108,46.65878639,6.517363564,536.164755
8501111,46.72766831,6.580658121,488.9305529
8501113,46.68768044,6.559331205,492.0519482
8501116,46.57624613,6.530758155,457.3611693
8501117,46.54758845,6.551814291,458.413825
8501118,46.53703727,6.578933379,467.4148583
8501120,46.51678631,6.629087153,498.4185668
8501121,46.51092618,6.659456446,473.4045664
8518924,47.67964664,8.617452006,448.5857197
8501122,46.50378567,6.690605414,453.3930374
8501123,46.49533898,6.707278262,438.3985535
8518963,47.20887408,7.521436882,491.8220299
8508202,46.88069135,7.621357138,712.551303
8503200,47.32442419,8.547998123,471.5402174
8503201,47.30712911,8.555150584,480.5764162
8503202,47.29597142,8.564754697,482.594889
8503203,47.27967207,8.578448915,471.6221919
8519133,46.81470346,7.155432422,659.1646985
8504117,46.91456197,7.362197866,625.7152203
8503230,47.03991709,9.07155129,519.7336073
8507000,46.94882331,7.439123236,589.5552164
8507002,46.95679405,7.481491611,607.4944998
8507003,46.93431251,7.505505191,611.5279965
8507005,46.89916482,7.545369739,598.5780664
8507006,46.87334332,7.559432534,580.629463
8507007,46.8416064,7.568852533,579.7001919
8507008,46.81893928,7.57549382,588.7507834
8507009,46.7943011,7.582621994,594.8058544
8508211,46.95063876,8.015140106,765.9944881
8508212,46.97814427,8.046965528,743.8946201
8507070,46.77491885,7.572842014,603.864028
8507071,46.78684441,7.540288718,627.8654467
8507072,46.78943247,7.521224834,616.8773173
8507073,46.81355423,7.513871976,599.8237258
8507074,46.837885,7.501859293,584.7740867
8507075,46.85846942,7.496034859,577.727906
8507076,46.88888125,7.498638994,572.6488905
8507077,46.90881655,7.472357247,619.6239933
8507078,46.92865581,7.445885304,609.5994863
8507079,46.93577094,7.43002242,599.5967989
8507082,46.94343994,7.40746978,600.5991212
8507083,46.92487563,7.415161391,621.6384791
8507084,46.91001176,7.401188655,677.6892994
8507085,46.90093537,7.400696269,699.712622
8507086,46.8864481,7.38811101,705.7611684
8507087,46.87652463,7.367997518,718.805446
8507088,46.84183282,7.347133499,790.9128202
8507089,46.81918795,7.342834566,841.9739757
8507091,46.93033649,7.419203353,612.6208558
8507092,46.89516273,7.493095219,574.6384176
8507093,46.91583452,7.46611298,616.6123317
8507094,46.77311872,7.59488569,603.8472697
8507095,46.86280314,7.362363163,694.8454026
8503000,47.37817357,8.540190876,455.413617
8503001,47.39147778,8.488939202,446.4303463
8503003,47.36660752,8.548465178,458.4344264
8507100,46.75485015,7.629595308,609.8596501
8503006,47.41152602,8.544113562,489.3265029
8503007,47.41874408,8.544634397,489.3079702
8503008,47.42090943,8.508564213,503.3377092
8503009,47.34743678,8.53358724,456.4968189
8503010,47.36409528,8.530804803,456.4579312
8503011,47.37146855,8.523461423,452.4466791
8503015,47.39302835,8.529357668,472.387084
8503016,47.45037941,8.562384439,477.2116737
8503020,47.38519166,8.517105233,462.4186015
8504123,46.83525601,6.960290838,498.2988114
8508215,47.05547898,8.079747448,613.6689888
8508216,47.05701759,8.101852472,601.6436576
8503100,47.33732862,8.569716423,462.4867837
8503101,47.31914964,8.580614774,462.5215197
8503102,47.30578211,8.59150382,466.544244
8503103,47.28182003,8.612718528,470.5832992
8503104,47.26980897,8.644291971,467.5823552
8503105,47.25902621,8.678773616,461.5754595
8503106,47.25341914,8.692331257,466.5761484
8503107,47.24052056,8.72163008,461.5795625
8503108,47.23585343,8.752609542,473.5607693
8503109,47.23919457,8.783481531,473.5220937
8503110,47.22488483,8.816729339,456.5250508
8503111,47.29719751,8.598974427,567.5583661
8503112,47.23839006,8.814290516,459.4937946
8503113,47.22366647,8.842382063,461.5028304
8503115,47.2251534,8.943366102,455.3995655
8503116,47.22427315,8.980674109,457.3649188
8508217,47.03796169,8.143248356,566.6511314
8503118,47.20445403,9.008629956,463.3866153
8503119,47.15765197,9.043963538,467.4681002
8503120,47.23096696,8.834596735,480.4923062
8503121,47.26047948,8.854066226,529.3996067
8503122,47.27083691,8.822699425,556.4046633
8503123,47.31803059,8.79226755,579.3169513
8503124,47.33595382,8.765608158,553.2984396
8503125,47.35036381,8.718686499,511.3085132
8503126,47.36935584,8.686397609,496.292763
8503127,47.38437756,8.658657474,490.2824259
8503128,47.40007232,8.6234051,487.2777161
8503129,47.41271424,8.591909248,478.2769141
8503130,47.30004843,8.83969597,612.3151577
8503141,47.32685076,8.575950604,464.506852
8508218,47.03857217,8.181954225,544.611924
8504127,46.90823395,7.074597461,484.0058464
8507281,46.57977247,7.383126795,960.5381016
8507284,46.64748467,7.417633088,864.3343608
8507286,46.65750219,7.524629054,762.2058779
8507287,46.6664799,7.605579611,694.1050124
8507288,46.68391661,7.642271855,676.0256598
8507290,46.55308748,7.375317413,992.6128245
8507291,46.60352519,7.374370858,893.4867388
8507292,46.62737128,7.390246447,867.411396
8507293,46.65605031,7.435371137,887.2956967
8507294,46.65930964,7.475938172,832.2483554
8507295,46.65886082,7.495417814,808.2306782
8507296,46.65898536,7.556092087,731.1717336
8507297,46.65998455,7.579324382,720.1467498
8507298,46.67558966,7.635483735,679.0531613
8507299,46.69117886,7.65058745,674.9993556
8503204,47.26147911,8.596903777,456.6495496
8503205,47.24681319,8.643707141,457.6403087
8503206,47.22929777,8.67519183,455.6531347
8503207,47.20836436,8.707459517,455.6736744
8503208,47.20097583,8.72716233,458.6727429
8503209,47.20299428,8.778109648,459.6176143
8503210,47.20730427,8.756198379,457.6284205
8503211,47.19396331,8.822887931,459.5960431
8503220,47.19006558,8.852691322,464.576389
8503221,47.18266463,8.900697888,480.5474771
8506311,47.47800081,9.505130681,445.2148037
8503225,47.13614917,9.06003653,472.505667
8503226,47.13614917,9.06003653,472.505667
8503227,47.13614917,9.06003653,472.505667
8503228,47.13614917,9.06003653,472.505667
8504129,46.95086964,7.153204228,486.8234232
8503231,47.03295411,9.077181925,525.7453325
8503232,47.01012518,9.08119373,550.7981236
8503233,46.99684508,9.077447136,568.8348764
8503234,46.98589321,9.059258485,587.8801967
8503235,46.97573827,9.046924333,601.9177164
8503236,46.96506159,9.039008331,615.9521446
8503237,46.94617344,9.024362092,645.0136938
8503238,46.93454366,9.013025096,673.0538984
8503239,46.92556625,8.997777907,696.0913905
8503240,46.92839016,9.002482717,685.0796878
8504130,46.80086992,6.746689097,484.5883474
8504131,46.81694486,6.78639693,486.5100988
